Foreign_or_Domestic,IMDB_score,Netflix_Original,TV_or_Movie,date,genre,language,title,year
 ,5.3,,series,01/27/2020,Comedy,English,Scary Movie 2 ,2001
 ,7.8,,series,01/27/2020,Documentary,English,Sergio ,2009
 ,4.5,,series,01/27/2020,"Comedy, Drama, Romance",English,Sex and the City 2 ,2010
 ,3.7,,series,01/27/2020,Animation,English,Shopkins ,
 ,4.0,,series,01/27/2020,"Action, Horror, Thriller",English,The Car: Road to Revenge ,2019
 ,9.0,,series,01/27/2020,"Action, Crime, Drama, Thriller",English,The Dark Knight,2008
 ,7.8,,series,01/27/2020,"Action, Adventure, War",English,The Dirty Dozen ,1967
 ,7.8,,series,01/27/2020,"Drama, Romance",English,The Notebook ,2004
 ,6.6,,series,01/27/2020,"Action, Comedy, Crime",English,The Other Guys ,2010
 ,8.5,,series,01/27/2020,"Biography, Drama, Music, War",English,The Pianist ,2002
 ,6.2,,series,01/27/2020,"Musical, Drama, Family",Hindi,Together For Eternity ,1999
 ,5.3,,series,01/27/2020,"Horror, Mystery",English,Visions ,2015
 ,7.8,Netflix Original,series,01/27/2020,Drama,Japanese,37 Seconds ,2019
 ,6.2,,series,01/27/2020,"Action, Thriller",English,American Assassin ,2017
 ,8.6,Netflix Original,series,01/27/2020,"Animation, Comedy, Drama",English,BoJack Horseman ,
 ,6.7,Netflix Original,series,01/27/2020,Horror,Spanish,Diablero ,
 ,5.9,,series,01/27/2020,Thriller,French,Gang of the Caribbean (Le gang des Antillais) ,2016
 ,7.6,,series,01/27/2020,"Comedy, Drama",English,Hakkunde ,2017
 ,7.5,Netflix Original,series,01/27/2020,"Documentary, Crime",English,I AM A KILLER ,
 ,,Netflix Original,series,01/27/2020,Drama,Italian,Luna Nera ,
 ,7.7,Netflix Original,series,01/27/2020,Documentary,English,Miss Americana ,2020
 ,,Netflix Original,series,01/27/2020,Drama,Norwegian,Ragnarok ,
 ,7.2,Netflix Original,series,01/27/2020,Drama,Spanish,Unauthorized Living (Vivir sin permiso) ,
 ,,Netflix Original,series,01/27/2020,"Reality, Food",Japanese,Ainori Love Wagon: African Journey,
 ,7.7,,series,01/27/2020,"Documentary, Comedy",English,Kevin Hart: I'm a Grown Little Man ,2009
 ,6.4,,series,01/27/2020,"Action, Crime, Thriller",English,Nighthawks ,1981
 ,6.1,,series,01/27/2020,"Crime, Drama, Horror, Thriller",English,Raising Cain,1992
 ,,Netflix Original,series,01/27/2020,"Thriller, Mystery, Drama",English,THE STRANGER,
 ,,Netflix Original,series,01/27/2020,"Reality, Indian",English,What the Love! with Karan Johar,
 ,6.3,Netflix Original,series,01/27/2020,"Drama, Thriller",French,Close Enemies,2018
 ,,Netflix Original,series,01/27/2020,"Reality, Competition",English,Next in Fashion ,
 ,,Netflix Original,series,01/27/2020,Documentary,English,Night on Earth ,
 ,,Netflix Original,series,01/27/2020,"Science, Documentary",English,Night on Earth: Shot in the Dark,2020
 ,,Netflix Original,series,01/27/2020,"Horror, Reality-TV",Portuguese,Omniscient ,
 ,6.1,,series,01/27/2020,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller",English,Sonic X ,
,6.3,,movie ,01/20/2020,"Drama, Music",English,Country Strong,2010
,,,movie ,01/20/2020,Comedy,Hindi,Shimla Mirchi ,2015
,6.2,,movie ,01/20/2020,"Drama, Music, Romance",English,We Are Your Friends ,2015
,,Netflix Original,movie ,01/20/2020,Comedy,English,Vir Das: For India ,2020
,5.7,,movie ,01/20/2020,Comedy,English,Death at a Funeral ,2010
,6.5,,movie ,01/20/2020,Drama,Yiddish,Menashe ,2017
,8.0,Netflix Original,movie ,01/20/2020,"Crime, Drama",Mandarin,A Sun ,2020
,7.7,Netflix Original,movie ,01/20/2020,"Drama, Fantasy, Horror, Mystery, Thriller",English,Chilling Adventures of Sabrina ,
,,Netflix Original,movie ,01/20/2020,History,Turkish,Rise of Empires: Ottoman ,
,,Netflix Original,movie ,01/20/2020,"Advertorial, Fiction, Tripe",English,the goop lab with Gwyneth Paltrow ,
,7.5,Netflix Original,movie ,01/20/2020,"Comedy, Drama, Western",English,The Ranch ,
,,Netflix Original,movie ,01/20/2020,"Comedy, Romance",Portuguese,Airplane Mode,2020
,,Netflix Original,movie ,01/20/2020,Comedy,Spanish,Alex Fernández: The Best Comedian in the World ,2020
,5.4,Netflix Original,movie ,01/20/2020,"Drama, Horror, Sci-Fi",English,October Faction ,
,4.6,Netflix Original,movie ,01/20/2020,"Animation, Action, Adventure, Fantasy",Japanese,SAINT SEIYA: Knights of the Zodiac ,
,4.8,,movie ,01/20/2020,"Adventure, Family, Fantasy",English,Scales: Mermaids Are Real,2017
,,Netflix Original,movie ,01/20/2020,"Fantasy, Drama, Mystery",Mandarin,The Ghost Bride ,
,7.5,,movie ,01/20/2020,Documentary,English,The Queen ,1968
,,Netflix Original,movie ,01/20/2020,Documentary,English,Pandemic: How to Prevent an Outbreak ,
,,Netflix Original,movie ,01/20/2020,"Drama, Thriller",Spanish,Playing with Fire,
,7.2,,movie ,01/20/2020,"Comedy, Drama",Spanish,Whisky,2004
,,Netflix Original,movie ,01/20/2020,Comedy,English,Fortune Feimster: Sweet & Salty,2020
,6.0,Netflix Original,movie ,01/20/2020,"Animation, Family",English,Word Party,
foreign,6.5,,movie ,01/13/2020,"Crime, Horror, Thriller",Afrikaans,Die Ontwaking ,2015
foreign,7.7,,movie ,01/13/2020,"Animation, Adventure, Comedy, Family, Fantasy",English,DreamWorks How to Train Your Dragon Legends ,
foreign,6.2,Netflix Original,movie ,01/13/2020,Comedy,English,Family Reunion,
foreign,5.8,,movie ,01/13/2020,"Comedy, Romance",Hindi,Motichoor Chaknachoor ,2019
foreign,,,movie ,01/13/2020,"Drama, Political",English,Sons of the Caliphate ,
foreign,,,movie ,01/13/2020,Comedy,English,The Ghost and the Tout ,2018
foreign,,Netflix Original,movie ,01/13/2020,"Crime, Experimental",English,WHAT DID JACK DO? ,2020
foreign,5.6,,movie ,01/13/2020,"Biography, Crime, Drama",English,The Bling Ring,2013
foreign,,Netflix Original,movie ,01/13/2020,Thriller,English,A Fall from Grace,2020
foreign,8.0,Netflix Original,movie ,01/13/2020,Horror,Dutch,Ares,
foreign,8.4,Netflix Original,movie ,01/13/2020,"Documentary, Music",English,Hip-Hop Evolution,
foreign,,Netflix Original,movie ,01/13/2020,"Competition, Reality",German,Nailed It! Germany,
foreign,8.3,Netflix Original,movie ,01/13/2020,"Comedy, Drama",English,Sex Education,
foreign,7.4,,movie ,01/13/2020,Reality-TV,English,Tiny House Nation ,
foreign,7.0,,movie ,01/13/2020,"Animation, Comedy, Family",English,Booba ,
foreign,2.8,,movie ,01/13/2020,Horror,English,Deadcon ,2019
foreign,6.4,,movie ,01/13/2020,"Comedy, Music",English,Get Him to the Greek ,2010
foreign,,Netflix Original,movie ,01/13/2020,"Fantasy, Chinese",Mandarin,Handsome Siblings ,
foreign,5.4,,movie ,01/13/2020,"Animation, Adventure, Comedy, Family, Fantasy",English,Hop ,2011
foreign,7.2,,movie ,01/13/2020,Drama,English,Jezebel ,2019
foreign,6.9,,movie ,01/13/2020,"Biography, Crime, Drama, Thriller",English,Legend ,2015
foreign,,Netflix Original,movie ,01/13/2020,Anime,Japanese,NiNoKuni ,2020
foreign,7.2,,movie ,01/13/2020,"Biography, Drama",English,Steve Jobs ,2015
foreign,5.4,,movie ,01/13/2020,"Adventure, Comedy, Family",English,Big Fat Liar ,2002
foreign,6.6,,movie ,01/13/2020,Drama,Hindi,Bulbul Can Sing ,2018
foreign,7.0,,movie ,01/13/2020,"Drama, Thriller",Spanish,Eye For An Eye (Quien a hierro mata) ,2019
foreign,8.3,Netflix Original,movie ,01/13/2020,Comedy,English,Grace and Frankie ,
foreign,,Netflix Original,movie ,01/13/2020,"Documentary, Crime, Sport",English,Killer Inside: The Mind of Aaron Hernandez ,
foreign,3.9,,movie ,01/13/2020,"Action, Sci-Fi, Thriller",English,MindGamers ,2015
foreign,5.7,,movie ,01/13/2020,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",French,PJ Masks ,
foreign,4.9,,movie ,01/13/2020,Drama,English,Saving Zoë ,2019
foreign,5.3,,movie ,01/13/2020,"Action, Crime, Thriller",English,The Brave ,2019
foreign,6.2,,movie ,01/13/2020,"Drama, Comedy, Crime",English,Where the Money Is ,2000
foreign,,Netflix Original,movie ,01/13/2020,"Animation, Action, Adventure, Fantasy",English,Kipo and the Age of Wonderbeasts ,
foreign,,Netflix Original,movie ,01/13/2020,Stand-up Comedy,English,Leslie Jones: Time Machine ,2020
foreign,7.2,,movie ,01/13/2020,Drama,English,The Master ,2012
foreign,4.1,,movie ,01/13/2020,"Action, Crime, Drama",Polish,Women of Mafia 2 ,2019
 ,,Netflix Original,series,01/06/2020,"Action, Comedy",English,The Healing Powers of Dude ,
 ,4.8,,series,01/06/2020,"Drama, Romance",English,The Last Face ,2016
 ,8.3,Netflix Original,series,01/06/2020,"Animation, Family",English,The Ollie & Moon Show ,
 ,8.2,,series,01/06/2020,Documentary,English,Betty White: First Lady of Television ,2018
 ,6.1,,series,01/06/2020,"Comedy, Drama",Hindi,Made in China ,2019
 ,4.3,,series,01/06/2020,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,Zoom ,2006
 ,6.6,Netflix Original,series,01/06/2020,Comedy,English,AJ and the Queen,
 ,7.9,Netflix Original,series,01/06/2020,Crime,English,Giri / Haji ,
 ,6.7,Netflix Original,series,01/06/2020,"Animation, Comedy, Family",English,Harvey Girls Forever!,
 ,,Netflix Original,series,01/06/2020,Crime,Hindi,Jamtara - Sabka Number Ayega ,
 ,,Netflix Original,series,01/06/2020,Comedy,English,Medical Police ,
 ,4.3,,series,01/06/2020,"Action, Drama, Horror, Sci-Fi, Thriller, War",English,Monsters: Dark Continent ,2014
 ,,Netflix Original,series,01/06/2020,"Animation, Action",Mandarin,Scissor Seven ,
 ,5.3,,series,01/06/2020,"Short, Crime",English,Set Up ,2012
 ,3.2,,series,01/06/2020,"Action, Drama, War",English,Sniper: Special Ops ,2016
 ,7.5,,series,01/06/2020,Horror,English,The Evil Dead ,1981
 ,7.2,Netflix Original,series,01/06/2020,"Comedy, Crime, Family",English,The InBESTigators,
 ,,Netflix Original,series,01/06/2020,"Comedy, Reality-TV",French,Until Dawn,
 ,6.9,Netflix Original,series,01/06/2020,Reality-TV,English,Zumbo's Just Desserts ,
 ,,,series,01/06/2020,"Action, Comedy",English,Bulletproof 2,2020
 ,,,series,01/06/2020,"Documentary, Sport",English,Speed Is My Need ,2019
 ,,Netflix Original,series,01/06/2020,Reality-TV,English,Cheer,
 ,6.8,,series,01/06/2020,"Drama, Fantasy, Romance",English,A Ghost Story ,2017
 ,,Netflix Original,series,01/06/2020,Comedy,Spanish,"Live Twice, Love Once ",2020
 ,6.0,,series,01/06/2020,"Action, Adventure, Crime, Mystery, Romance, Thriller",English,The Tourist ,2010
 ,8.3,Netflix Original,series,12/30/2019,"Drama, Horror",English,Dracula,
 ,,Netflix Original,series,12/30/2019,Kids,English,Go! Go! Cory Carson,
 ,7.1,Netflix Original,series,12/30/2019,Comedy,Spanish,All the Freckles in the World,2019
 ,8.5,Netflix Original,series,12/30/2019,Drama,English,Anne with an E,
 ,6.6,,series,12/30/2019,"Crime, Drama, Mystery, Thriller",Hindi,Deewangee,2002
 ,7.8,,series,12/30/2019,Comedy,English,Ferris Bueller's Day Off ,1986
 ,4.3,,series,12/30/2019,"Drama, Romance",Hindi,Half Girlfriend,2017
 ,,Netflix Original,series,12/30/2019,Documentary,English,"Sex, Explained ",
 ,,Netflix Original,series,12/30/2019,"Drama, History",Dutch,Thieves of the Wood (The Flemish Bandits) ,
 ,6.8,,series,12/30/2019,"Crime, Drama, History, Thriller",English,21 ,2008
 ,5.9,,series,12/30/2019,"Comedy, Family, Romance",English,A Cinderella Story ,2004
 ,5.5,,series,12/30/2019,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Thriller",English,Alpha and Omega: The Legend of the Saw Tooth Cave ,2014
 ,8.3,,series,12/30/2019,Drama,English,American Beauty ,1999
 ,7.1,,series,12/30/2019,"Animation, Adventure, Comedy, Family, Fantasy",English,Arthur Christmas ,2011
 ,7.6,,series,12/30/2019,Drama,Indonesian,Aruna & Her Palate (Aruna & Lidahnya) ,2018
 ,7.7,,series,12/30/2019,"Comedy, Drama, Romance",English,As Good as It Gets ,1997
 ,6.3,,series,12/30/2019,Comedy,English,Bad Grandpa .5 ,2014
 ,,,series,12/30/2019,"Korean, Romantic",Korean,Because This Is My First Life (Ibeon Saengeun Cheoeumira) ,
 ,4.8,,series,12/30/2019,Comedy,English,Breaking the Bank ,2014
 ,8.1,,series,12/30/2019,"Biography, Crime, Drama",English,Catch Me If You Can ,2002
 ,7.5,,series,12/30/2019,"Animation, Action, Comedy, Fantasy",Japanese,Cells at Work! ,
 ,6.7,,series,12/30/2019,"Drama, Music, Romance",English,Center Stage ,2000
 ,6.6,,series,12/30/2019,"Adventure, Comedy, Family, Fantasy, Musical",English,Charlie and the Chocolate Factory ,2005
 ,7.2,,series,12/30/2019,"Comedy, Drama, Romance",English,Chasing Amy ,1997
 ,,,series,12/30/2019,Kids,Hindi,Chhota Bheem Kung Fu Dhamaka Series ,
 ,6.9,,series,12/30/2019,"Adventure, Family, Fantasy, Musical",English,Chitty Chitty Bang Bang ,1968
 ,6.3,,series,12/30/2019,"Drama, Mystery, Romance, Thriller",English,Chloe ,2009
 ,8.6,,series,12/30/2019,"Crime, Drama",Portuguese,City of God ,2002
 ,6.4,,series,12/30/2019,"Comedy, Drama, Fantasy, Romance",English,Click ,2006
 ,7.0,,series,12/30/2019,"Horror, Sci-Fi, Thriller",English,Cloverfield,2008
 ,7.3,,series,12/30/2019,"Biography, Drama, Sport",English,Coach Carter ,2005
 ,5.9,,series,12/30/2019,Comedy,English,Dinner for Schmucks ,2010
 ,7.7,,series,12/30/2019,"Biography, Crime, Drama",English,Donnie Brasco ,1997
 ,6.5,,series,12/30/2019,"Action, Adventure, Fantasy",English,Dragonheart ,1996
 ,5.1,,series,12/30/2019,"Adventure, Fantasy",English,Dragonheart 3: The Sorcerer ,2015
 ,4.5,,series,12/30/2019,"Action, Adventure, Comedy, Family, Fantasy",English,Dragonheart: A New Beginning ,2000
 ,7.8,,series,12/30/2019,"Documentary, Crime",English,"Drugs, Inc.",
 ,6.7,,series,12/30/2019,"Horror, Sci-Fi, Thriller",English,Event Horizon,1997
 ,4.1,,series,12/30/2019,Comedy,English,Fall Girls ,2019
 ,6.7,,series,12/30/2019,"Horror, Thriller",English,Final Destination,2000
 ,6.2,,series,12/30/2019,"Horror, Thriller",English,Final Destination 2 ,2003
 ,5.8,,series,12/30/2019,"Horror, Thriller",English,Final Destination 3 ,2006
 ,5.9,,series,12/30/2019,"Adventure, Drama, Family",English,Free Willy ,1993
 ,6.5,,series,12/30/2019,"Horror, Mystery, Thriller",English,Friday the 13th ,1980
 ,4.4,,series,12/30/2019,"Animation, Adventure, Comedy, Family, Fantasy",English,Garfield Gets Real ,2007
 ,4.4,,series,12/30/2019,"Animation, Adventure, Comedy, Family, Fantasy",English,Garfield's Fun Fest ,2008
 ,4.1,,series,12/30/2019,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,Garfield's Pet Force ,2009
 ,5.2,,series,12/30/2019,"Action, Fantasy, Thriller",English,Ghost Rider ,2007
 ,5.4,,series,12/30/2019,"Action, Sci-Fi, Thriller",English,Godzilla ,1998
 ,6.6,,series,12/30/2019,"Comedy, Drama, Musical, Romance",English,Hairspray ,2007
 ,7.1,,series,12/30/2019,"Adventure, Comedy",English,Harold and Kumar Get the Munchies ,2004
 ,6.6,,series,12/30/2019,"Comedy, Romance",English,Hitch ,2005
 ,5.2,,series,12/30/2019,"Action, Thriller",English,Hunt to Kill ,2010
 ,8.8,,series,12/30/2019,"Action, Adventure, Sci-Fi, Thriller",English,Inception ,2010
 ,7.5,,series,12/30/2019,"Comedy, Drama",Spanish,Instructions Not Included ,2013
 ,6.6,,series,12/30/2019,Comedy,English,Jeff Dunham: Unhinged in Hollywood ,2015
 ,6.0,,series,12/30/2019,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",English,Jimmy Neutron: Boy Genius ,2001
 ,6.2,,series,12/30/2019,"Crime, Drama, Film-Noir, Mystery, Thriller",English,Julie & Julia ,1956
 ,6.4,,series,12/30/2019,"Comedy, Fantasy, Romance",English,Kate & Leopold ,2001
 ,8.1,,series,12/30/2019,"Action, Crime, Thriller",English,Kill Bill: Vol. 1 ,2003
 ,8.0,,series,12/30/2019,"Action, Crime, Thriller",English,Kill Bill: Vol. 2 ,2004
 ,6.9,,series,12/30/2019,"Comedy, Sport",English,Kingpin ,1996
 ,6.6,,series,12/30/2019,"Crime, Drama, Mystery, Thriller",English,Kiss the Girls ,1997
 ,6.9,,series,12/30/2019,"Biography, Drama, Music",English,La Bamba ,1987
 ,6.9,,series,12/30/2019,"Animation, Action, Adventure, Family, Fantasy, Mystery, Thriller, War",English,Legend of the Guardians: The Owls of Ga'Hoole ,2010
 ,8.2,,series,12/30/2019,"Drama, Fantasy, Romance",Korean,Live Up To Your Name (Myeongbulheojeon) ,
 ,,,series,12/30/2019,Comedy,Portuguese,Luccas Neto in: Children's Day ,2019
 ,8.0,,series,12/30/2019,Drama,English,Magnolia ,1999
 ,7.1,,series,12/30/2019,"Comedy, Drama, Romance",English,Mansfield Park ,1999
 ,,Netflix Original,series,12/30/2019,Drama,English,Messiah ,
 ,5.5,,series,12/30/2019,"Comedy, Romance",English,Monster-in-Law ,2005
 ,7.9,,series,12/30/2019,"Drama, Mystery, Sci-Fi",English,Moon ,2009
 ,6.9,,series,12/30/2019,"Comedy, Drama, Family, Romance",English,My Girl ,1991
 ,4.9,,series,12/30/2019,"Comedy, Crime, Family, Romance",English,New York Minute ,2004
 ,,Netflix Original,series,12/30/2019,Documentary,Spanish,"Nisman: The Prosecutor, the President, and the Spy ",
 ,8.2,,series,12/30/2019,"Drama, Fantasy, War",Spanish,Pan's Labyrinth ,2006
 ,6.3,,series,12/30/2019,"Horror, Mystery, Thriller",English,Paranormal Activity ,2007
 ,6.9,,series,12/30/2019,"Action, Thriller",English,Patriot Games ,1992
 ,7.7,,series,12/30/2019,Drama,English,Philadelphia ,1993
 ,6.4,,series,12/30/2019,"Animation, Action, Adventure, Family, Fantasy",Japanese,Pokémon the Movie: Power of Us,2018
 ,7.5,,series,12/30/2019,"Drama, Romance",Indonesian,Posesif ,2017
 ,8.8,,series,12/30/2019,"Comedy, Drama, Family",Korean,Reply 1988 ,
 ,5.8,,series,12/30/2019,"Action, Adventure, Horror, Sci-Fi",English,Resident Evil: Afterlife ,2010
 ,5.1,,series,12/30/2019,Action,English,Riot ,2015
 ,4.9,,series,12/30/2019,Comedy,English,Road Trip: Beer Pong ,2009
 ,8.6,,series,12/30/2019,"Animation, Action, Adventure, Drama, Romance",Japanese,Rurouni Kenshin,
 ,8.5,,series,12/30/2019,"Animation, Action, Adventure, Drama, Fantasy",Japanese,Saint Seiya ,
 ,8.2,,series,12/30/2019,Thriller,Korean,Save Me ,
 ,6.2,,series,12/30/2019,Comedy,English,Scary Movie ,2000
 ,5.7,,series,12/30/2019,"Action, Crime, Drama, Thriller",English,Seal Team Six: The Raid on Osama Bin Laden,2012
 ,5.3,,series,12/30/2019,"Fantasy, Horror, Mystery, Thriller",English,Siren ,2016
 ,5.0,,series,12/30/2019,"Drama, Thriller",English,Sliver ,1993
 ,5.1,,series,12/30/2019,"Adventure, Comedy, Family",English,Snow Day ,2000
 ,,Netflix Original,series,12/30/2019,"Drama, Sport",English,Spinning Out ,
 ,7.1,,series,12/30/2019,"Comedy, Drama, Music, Romance",English,Strictly Ballroom ,1992
 ,5.9,,series,12/30/2019,"Adventure, Comedy, Family, Fantasy",English,Stuart Little ,1999
 ,5.4,,series,12/30/2019,"Animation, Adventure, Comedy, Family, Fantasy",English,Stuart Little 2 ,2002
 ,7.3,,series,12/30/2019,"Drama, Horror, Musical, Thriller",English,Sweeney Todd: The Demon Barber of Fleet Street ,2007
 ,6.0,,series,12/30/2019,"Action, Adventure, Comedy, Family, Sci-Fi",English,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991
 ,6.8,,series,12/30/2019,"Action, Adventure, Comedy, Family, Sci-Fi",English,Teenage Mutant Ninja Turtles: The Movie ,1990
 ,6.3,,series,12/30/2019,"Action, Sci-Fi",English,Terminator 3: Rise of the Machines ,2003
 ,6.5,,series,12/30/2019,"Action, Sci-Fi",English,Terminator Salvation ,2009
 ,6.0,,series,12/30/2019,Horror,English,The Amityville Horror ,2005
 ,6.8,,series,12/30/2019,Fantasy,Korean,The Bride of Habaek (Habaekui Shinboo) ,
 ,7.7,Netflix Original,series,12/30/2019,"Game-Show, Reality-TV",English,The Circle ,
 ,6.3,,series,12/30/2019,"Drama, Fantasy, Horror, Thriller",English,The Craft ,1996
 ,7.2,,series,12/30/2019,"Crime, Drama, Romance, Thriller",English,The Crying Game ,1992
 ,5.1,,series,12/30/2019,Comedy,English,The Dukes of Hazzard ,2005
 ,4.5,,series,12/30/2019,"Action, Adventure, Comedy",English,The Dukes of Hazzard: The Beginning ,2007
 ,5.2,,series,12/30/2019,"Horror, Thriller",English,The Final Destination ,2009
 ,6.4,,series,12/30/2019,"Comedy, Fantasy, Romance",English,The Invention of Lying ,2009
 ,8.9,,series,12/30/2019,"Adventure, Drama, Fantasy",English,The Lord of the Rings: The Return of the King ,2003
 ,8.7,,series,12/30/2019,"Adventure, Drama, Fantasy",English,The Lord of the Rings: The Two Towers ,2002
 ,6.7,,series,12/30/2019,"Action, Adventure, Comedy, Romance, Thriller, Western",English,The Mask of Zorro ,1998
 ,6.9,,series,12/30/2019,"Comedy, Crime",English,The Naked Gun 2 1/2: The Smell of Fear ,1991
 ,7.6,,series,12/30/2019,"Comedy, Crime",English,The Naked Gun: From the Files of Police Squad! ,1988
 ,7.5,,series,12/30/2019,"Drama, Sport",English,The Natural ,1984
 ,6.9,,series,12/30/2019,"Comedy, Documentary",English,The Original Kings of Comedy ,2000
 ,5.9,,series,12/30/2019,"Action, Thriller",English,The Peacemaker ,1997
 ,7.1,,series,12/30/2019,"Horror, Mystery",English,The Ring ,2002
 ,7.4,,series,12/30/2019,"Crime, Drama, Thriller",English,The Talented Mr. Ripley ,1999
 ,7.1,,series,12/30/2019,"Comedy, Horror",English,Tremors ,1990
 ,6.0,,series,12/30/2019,"Action, Comedy, Horror, Sci-Fi, Thriller",English,Tremors 2: Aftershocks ,1996
 ,5.3,,series,12/30/2019,"Action, Comedy, Horror, Sci-Fi, Thriller",English,Tremors 3: Back to Perfection ,2001
 ,5.3,,series,12/30/2019,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller, Western",English,Tremors 4: The Legend Begins ,2004
 ,5.3,,series,12/30/2019,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",English,Tremors 5: Bloodline ,2015
 ,7.4,,series,12/30/2019,"Adventure, Drama, Western",English,True Grit ,1969
 ,7.4,,series,12/30/2019,"Comedy, Drama, Romance",English,Up in the Air ,2009
 ,6.6,,series,12/30/2019,"Drama, Fantasy, Horror, Mystery, Thriller",English,What Lies Beneath ,2000
 ,4.9,,series,12/30/2019,"Action, Comedy, Sci-Fi, Western",English,Wild Wild West ,1999
 ,7.8,,series,12/30/2019,"Family, Fantasy, Musical",English,Willy Wonka & the Chocolate Factory ,1971
 ,6.7,,series,12/30/2019,"Adventure, Biography, Crime, Drama, Western",English,Wyatt Earp ,1994
 ,6.8,,series,12/30/2019,"Comedy, Romance",English,Yes Man ,2008
 ,7.3,Netflix Original,series,12/30/2019,Drama,English,Alexa & Katie ,
 ,,Netflix Original,series,12/30/2019,Documentary,Japanese,ARASHI's Diary -Voyage- ,
 ,4.1,,series,12/30/2019,"Comedy, Sport",English,Benchwarmers 2: Breaking Balls ,2019
 ,5.5,,series,12/30/2019,"Drama, Horror, Sci-Fi, Thriller",English,Carrie ,2002
 ,6.1,,series,12/30/2019,"Action, Adventure, Thriller",English,Die Another Day,2002
 ,7.2,,series,12/30/2019,"Action, Adventure, Thriller",English,GoldenEye,1995
 ,7.9,,series,12/30/2019,"Comedy, Crime, Drama",English,Good Girls,
 ,6.2,,series,12/30/2019,"Comedy, Crime, Romance",English,Heartbreakers,2001
 ,2.7,,series,12/30/2019,Comedy,English,How High 2 ,2019
 ,6.6,,series,12/30/2019,"Animation, Adventure, Family, Fantasy",English,Mia and Me,
 ,7.7,,series,12/30/2019,"Drama, Thriller",Norwegian,Occupied,
,7.3,,movie ,12/23/2019,"Crime, Drama",English,Lawless ,2012
,4.7,Netflix Original,movie ,12/23/2019,Drama,Japanese,Hot Gimmick: Girl Meets Boy ,2019
,6.6,,movie ,12/23/2019,"Action, Comedy, Crime",English,Blitz Patrollie ,2013
,6.7,Netflix Original,movie ,12/23/2019,"Documentary, Biography",Spanish,"El Pepe, a Supreme Life (El Pepe, Una Vida Suprema) ",2018
,,Netflix Original,movie ,12/23/2019,Documentary,English,Kevin Hart: Don't F**k This Up ,
,,Netflix Original,movie ,12/23/2019,"Drama, Fantasy, Mystery",Turkish,The Gift (Atiye) ,
,6.5,,movie ,12/23/2019,"Animation, Adventure, Comedy, Family",English,The Secret Life of Pets 2 ,2019
,,,movie ,12/23/2019,"Drama, Nollywood",English,The Vendor ,2018
,3.5,,movie ,12/23/2019,"Action, Adventure, Horror, Sci-Fi, Thriller",English,Doom: Annihilation ,2019
,,Netflix Original,movie ,12/23/2019,"Animation, Action, Crime",English,Fast & Furious Spy Racers,
,5.5,,movie ,12/23/2019,"Animation, Drama, Family, Fantasy, Romance, Sci-Fi",Japanese,Fireworks ,2017
,4.6,,movie ,12/23/2019,"Comedy, Family",English,Grand-Daddy Day Care ,2019
,7.4,,movie ,12/23/2019,War,English,Jarhead: Law of Return ,2019
,6.7,,movie ,12/23/2019,"Animation, Action, Comedy, Sci-Fi, Thriller",French,MFKZ ,2017
,5.5,,movie ,12/23/2019,"Horror, Sci-Fi, Thriller",English,Sweetheart ,2019
,,Netflix Original,movie ,12/23/2019,Sci-fi,Italian,The App ,2016
,,Netflix Original,movie ,12/23/2019,"Period Drama, Drama",French,The Bonfire of Destiny ,
,7.7,Netflix Original,movie ,12/23/2019,"Crime, Drama, Romance, Thriller",English,You,
,8.0,Netflix Original,movie ,12/23/2019,"Animation, Music, Sci-Fi",Japanese,CAROLE & TUESDAY ,
,,Netflix Original,movie ,12/23/2019,"Comedy, Drama, Musical, Romance",Spanish,Como caído del cielo ,2019
,7.9,Netflix Original,movie ,12/23/2019,Comedy,English,John Mulaney & The Sack Lunch Bunch ,2015
,7.2,Netflix Original,movie ,12/23/2019,"Adventure, Drama, Family, Mystery, Sci-Fi",English,Lost in Space ,
,7.6,Netflix Original,movie ,12/23/2019,Reality-TV,Japanese,Terrace House: Tokyo 2019-2020 ,
,5.0,,movie ,12/16/2019,Family,English,Back of the Net ,2019
,3.1,,movie ,12/16/2019,"Drama, Horror, Mystery, Thriller",English,Jacob's Ladder ,2019
,,,movie ,12/16/2019,"Comedy, Nollywood",English,Lost in London,2017
,6.6,,movie ,12/16/2019,"Comedy, Drama, Romance",English,Private Practice,
,,,movie ,12/16/2019,Drama,English,Agent ,
,,,movie ,12/16/2019,Romance,English,Being Mrs Elliot ,2014
,,,movie ,12/16/2019,Nollywood,English,Falz Experience ,2018
,6.7,,movie ,12/16/2019,Drama,English,Iyore ,2015
,,,movie ,12/16/2019,"Nollywood, Drama",English,The First Lady ,2015
,7.7,,movie ,12/16/2019,"Biography, Comedy, Drama",Latin,The Two Popes ,2019
