Foreign_or_Domestic,IMDB_score,Netflix_Original,TV_or_Movie,date,genre,language,title,year
foreign,7.4,,movie ,04/20/2020,"Comedy, Drama, Fantasy, Thriller",Arabic,1000 Mabrouk,2009
foreign,,,movie ,04/20/2020,Comedy,Arabic,Bittersweet ,2010
foreign,,,movie ,04/20/2020,"Drama, Middle-east",Arabic,Cairo Class,
foreign,7.2,Netflix Original,movie ,04/20/2020,Documentary,English,"Coronavirus, Explained ",
foreign,8.5,,movie ,04/20/2020,"Documentary, Biography",English,No Direction Home: Bob Dylan ,2005
foreign,5.8,,movie ,04/20/2020,"Middle-east, Action, Thriller",Arabic,The Dealer ,2010
foreign,6.2,,movie ,04/20/2020,"Drama, Sport",Arabic,The International Player (El alamy) ,2009
foreign,8.3,Netflix Original,movie ,04/20/2020,"Action, Drama, History",English,The Last Kingdom ,
foreign,7.1,,movie ,04/20/2020,"Action, Comedy, Romance",Telugu,Bheeshma ,2020
foreign,8.4,,movie ,04/20/2020,"Drama, Western",English,Django Unchained ,2012
foreign,7.4,,movie ,04/20/2020,"Comedy, Romance",Korean,My Secret Romance ,
foreign,7.9,,movie ,04/20/2020,"Comedy, Drama, Romance",English,The Artist ,2011
foreign,5.7,,movie ,04/20/2020,"Action, Drama, Romance",Arabic,The Promise ,2008
foreign,8.4,Netflix Original,movie ,04/20/2020,"Comedy, Drama",English,After Life,
foreign,6.7,,movie ,04/20/2020,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery, Romance, Sci-Fi",English,DreamWorks Spooky Stories: Volume 2 ,2012
foreign,7.6,Netflix Original,movie ,04/20/2020,"Action, Drama",English,Extraction,2020
foreign,8.6,Netflix Original,movie ,04/20/2020,Adventure,English,Hello Ninja ,
foreign,,,movie ,04/20/2020,"Drama, Thriller",Tamil,Kolaiyuthir Kaalam ,2019
foreign,,Netflix Original,movie ,04/20/2020,"Comedy, Romance",Turkish,Love 101 ,
foreign,5.6,,movie ,04/20/2020,"Adventure, Comedy, Drama, Family, Fantasy",English,Mirror Mirror ,2012
foreign,,Netflix Original,movie ,04/20/2020,Comedy,English,"Yours Sincerely, Kanan Gill ",2020
foreign,,Netflix Original,movie ,04/20/2020,"Animation, Action, Sci-Fi",Japanese,Ghost in the Shell: SAC_2045 ,
foreign,7.3,,movie ,04/20/2020,Comedy,Indonesian,My Stupid Boss ,2016
foreign,6.8,,movie ,04/20/2020,"Comedy, Drama",Indonesian,My Stupid Boss 2 ,2019
foreign,7.7,Netflix Original,movie ,04/20/2020,Comedy,Spanish,The House of Flowers,
foreign,,,movie ,04/20/2020,Dramas,Indonesian,This Earth of Mankind ,
foreign,6.1,Netflix Original,movie ,04/20/2020,"Crime, Drama, Sci-Fi, Thriller",Korean,Time to Hunt ,2020
foreign,,Netflix Original,movie ,04/20/2020,Documentary,English,Absurd Planet ,
foreign,7.6,Netflix Original,movie ,04/20/2020,Documentary,English,Circus of Books ,2019
foreign,,Netflix Original,movie ,04/20/2020,"Thriller, Crime",Polish,The Plagues of Breslau,2018
foreign,,,movie ,04/20/2020,"Crime, Drama",English,The Set Up ,2019
foreign,6.1,Netflix Original,movie ,04/20/2020,Thriller,Spanish,The Silence of the Marsh ,2019
foreign,7.2,Netflix Original,movie ,04/20/2020,"Animation, Comedy, Family",English,The Willoughbys ,2020
foreign,8.2,,movie ,04/20/2020,"Documentary, Adventure, Game-Show",English,Win the Wilderness ,
foreign,6.4,,movie ,04/20/2020,"Action, Adventure, Fantasy",Japanese,Bleach ,
foreign,7.7,Netflix Original,movie ,04/20/2020,Comedy,English,Middleditch & Schwartz,
foreign,7.7,,movie ,04/20/2020,"Biography, Music",Spanish,Nicky Jam: El Ganador ,
 ,,Netflix Original,series,04/13/2020,"Food, Competition, Reality",English,Cooked with Cannabis ,
 ,,Netflix Original,series,04/13/2020,Animation,English,The Midnight Gospel ,
 ,4.9,,series,04/13/2020,"Horror, Thriller",English,The Vatican Tapes ,2015
 ,7.0,,series,04/13/2020,Drama,Malayalam,Varane Avashyamund ,2020
 ,5.8,,series,04/13/2020,"Action, Comedy",English,The Green Hornet ,2011
 ,5.0,Netflix Original,series,04/13/2020,Comedy,English,#blackAF,
 ,6.6,Netflix Original,series,04/13/2020,Comedy,Turkish,Babam?n Ceketi ,2018
 ,,Netflix Original,series,04/13/2020,Action,French,Earth and Blood ,2020
 ,6.9,,series,04/13/2020,"Action, Adventure, Drama",Spanish,El Dragón: Return of a Warrior ,
 ,6.2,Netflix Original,series,04/13/2020,Comedy,Hindi,Hasmukh ,
 ,5.9,Netflix Original,series,04/13/2020,Comedy,German,Rising High (Betonrausch) ,2020
 ,6.9,Netflix Original,series,04/13/2020,Drama,English,Sergio ,2020
 ,7.7,Netflix Original,series,04/13/2020,"Animation, Short, Adventure, Comedy, Family, Horror",English,The Last Kids on Earth ,
 ,6.5,Netflix Original,series,04/13/2020,"Crime, Thriller",Spanish,The Legacy of the Bones (Legado en los huesos) ,2019
 ,,Netflix Original,series,04/13/2020,"Reality, Trash",English,Too Hot to Handle ,
 ,6.7,,series,04/13/2020,"Comedy, Drama",Spanish,Alelí ,2019
 ,7.1,,series,04/13/2020,"Documentary, Drama, Mystery, Thriller",English,Catfish ,2010
 ,7.6,,series,04/13/2020,"Animation, Comedy, Family, Fantasy",English,Despicable Me ,2010
 ,6.0,Netflix Original,series,04/13/2020,Comedy,French,Fary: Hexagone ,
 ,8.3,Netflix Original,series,04/13/2020,"Action, Drama, Thriller",Hebrew,Fauda,
 ,6.3,,series,04/13/2020,"Comedy, Drama, Music, Mystery",English,"Hail, Caesar! ",2016
 ,4.1,,series,04/13/2020,"Adventure, Drama, Family, Fantasy, Music, Romance, Sci-Fi",English,Jem and the Holograms ,2015
 ,,,series,04/13/2020,Comedy,Portuguese,Maurício Meirelles: Generating Chaos ,2019
 ,5.3,,series,04/13/2020,Comedy,English,Puerto Ricans in Paris ,2015
 ,5.4,,series,04/13/2020,Comedy,Turkish,Stunt School (Asli Gibidir) ,2019
 ,7.9,,series,04/13/2020,"Crime, Drama, History, Thriller",English,Waco ,
 ,4.6,,series,04/13/2020,Family,English,A Champion Heart,2018
 ,,Netflix Original,series,04/13/2020,Comedy,English,Chris D'Elia: No Pain ,2020
 ,7.4,,series,04/13/2020,"Documentary, Sport",English,Fittest in Dubai ,2019
 ,6.2,,series,04/13/2020,"Comedy, Drama, Romance",English,For Love or Money,1993
 ,,,series,04/13/2020,"Drama, Romance",Filipino,For the Broken Hearted,2018
 ,,,series,04/13/2020,"Animation, Short, Family",English,LeapFrog: Letter Factory ,2015
 ,6.3,,series,04/13/2020,"Animation, Short",English,LeapFrog: Numberland ,2012
 ,5.7,,series,04/13/2020,"Animation, Short",English,LeapFrog: Phonics Farm ,2011
 ,,,series,04/13/2020,"Animation, Short",English,"LeapFrog: Sing-along, Read-along ",2011
 ,8.0,,series,04/13/2020,Comedy,Malayalam,Mischief (Vikrithi) ,2019
 ,5.4,,series,04/13/2020,Comedy,English,Moms at War ,2018
 ,,,series,04/13/2020,"Nollywood, Drama",English,New Money ,2018
 ,6.3,,series,04/13/2020,"Animation, Action, Family, Sci-Fi",English,Next Avengers: Heroes of Tomorrow ,2008
 ,6.3,,series,04/13/2020,Crime,English,Once Upon a Time in London ,2019
 ,,Netflix Original,series,04/13/2020,Drama,English,Outer Banks ,
 ,5.9,,series,04/13/2020,"Drama, Sport",English,Sprinter ,2018
 ,9.0,,series,04/13/2020,Comedy,English,Still Game ,
 ,,Netflix Original,series,04/13/2020,Documentary,English,The Innocence Files ,
 ,6.4,,series,04/13/2020,"Animation, Action, Adventure, Fantasy, Sci-Fi",English,Thor: Tales of Asgard ,2011
 ,,,series,04/13/2020,Drama,English,Tjovitjo ,
 ,6.0,,series,04/13/2020,"Animation, Action, Adventure, Comedy, Family, Fantasy, Thriller",English,Winx Club ,
 ,4.6,,series,04/13/2020,Romance,Telugu,World Famous Lover ,2020
 ,6.3,,series,04/06/2020,Reality-TV,English,Married at First Sight,
 ,7.5,,series,04/06/2020,"Documentary, Crime",English,Surviving R. Kelly Part II: The Reckoning,
 ,6.2,,series,04/06/2020,Documentary,English,Surviving R. Kelly: The Impact,2019
 ,8.1,Netflix Original,series,04/06/2020,"Documentary, Crime",English,"Tiger King: Murder, Mayhem and Madness ",
 ,6.8,,series,04/06/2020,"Biography, Drama, Sport",English,Bleed for This,2016
 ,6.1,,series,04/06/2020,"Action, Crime, Drama, Sci-Fi, Thriller",English,Code 8 ,2019
 ,,Netflix Original,series,04/06/2020,Comedy,English,Brews Brothers ,
 ,7.4,,series,04/06/2020,Animation,English,Earth to Luna! ,
 ,,Netflix Original,series,04/06/2020,Documentary,English,LA Originals ,2020
 ,5.8,Netflix Original,series,04/06/2020,Comedy,English,Love Wedding Repeat ,2020
 ,7.0,Netflix Original,series,04/06/2020,"Comedy, Drama",French,School Life ,2019
 ,,Netflix Original,series,04/06/2020,Action,English,The Main Event ,2020
 ,7.4,Netflix Original,series,04/06/2020,Crime,Italian,The Trial (Il Processo) ,
 ,,,series,04/06/2020,Drama,English,Tigertail,2020
 ,8.0,Netflix Original,series,04/06/2020,"Animation, Comedy, Romance",Japanese,Hi Score Girl,
 ,,Netflix Original,series,04/06/2020,Reality,French,The Circle France ,
 ,7.6,,series,04/06/2020,Comedy,Filipino,Born Beautiful ,2019
 ,4.1,,series,04/06/2020,"Action, Adventure, Family, Fantasy",English,The Last Airbender,2010
 ,7.7,Netflix Original,series,04/06/2020,Reality-TV,Japanese,Terrace House: Tokyo 2019-2020 ,
 ,4.5,,series,04/06/2020,Crime,English,The Ghost Who Walks ,2019
 ,6.7,,series,04/06/2020,Comedy,English,Tiffany Haddish: She Ready! From the Hood To Hollywood! ,2017
,6.9,,movie ,03/30/2020,Drama,English,Mine 9 ,2019
,,Netflix Original,movie ,03/30/2020,Comedy,English,The Big Show Show ,
,7.6,,movie ,03/30/2020,Drama,English,The Florida Project ,2017
,6.4,,movie ,03/30/2020,"Action, Thriller",English,Angel Has Fallen ,2019
,4.2,,movie ,03/30/2020,"Horror, Sci-Fi, Thriller",English,Dark Light ,2019
,8.0,,movie ,03/30/2020,Drama,Spanish,El Reemplazante ,
,7.1,,movie ,03/30/2020,"Drama, Horror, Mystery, Thriller",English,The Killing of a Sacred Deer ,2017
,5.6,Netflix Original,movie ,03/30/2020,"Action, Comedy",English,Coffee & Kareem ,2020
,7.5,,movie ,03/30/2020,"Adventure, Drama, Fantasy, Horror, Mystery",English,Legacies,
,8.5,Netflix Original,movie ,03/30/2020,"Action, Crime, Mystery, Thriller",Spanish,Money Heist,
,,Netflix Original,movie ,03/30/2020,Documentary,Spanish,Money Heist: The Phenomenon ,2020
,,Netflix Original,movie ,03/30/2020,Kids,English,Spirit Riding Free: Riding Academy ,
,,Netflix Original,movie ,03/30/2020,Kids,English,StarBeam ,
,7.2,,movie ,03/30/2020,"Comedy, Drama, History",English,The Death of Stalin ,2017
,,Netflix Original,movie ,03/30/2020,Anime,Japanese,Sol Levante ,2020
,8.8,,movie ,03/30/2020,Western,English,"The Good, the Bad and the Ugly",1966
,,Netflix Original,movie ,03/30/2020,Anime,Japanese,Violet Evergarden: Eternity and the Auto Memory Doll ,2020
,5.6,,movie ,03/30/2020,"Comedy, Romance",English,40 Days and 40 Nights ,2002
,6.9,,movie ,03/30/2020,"Action, Drama",Hindi,Agneepath ,2012
,6.9,,movie ,03/30/2020,"Biography, Crime, Drama, Thriller",English,Alpha Dog ,2006
,6.5,,movie ,03/30/2020,"Comedy, Crime, Drama, Romance",English,Bandits ,2001
,6.8,,movie ,03/30/2020,"Action, Biography, Drama, Sport",English,Bloodsport ,1988
,6.5,,movie ,03/30/2020,"Action, Drama, Sport",Hindi,Brothers ,2015
,7.0,,movie ,03/30/2020,"Biography, Drama, Music",English,Cadillac Records ,2008
,6.5,,movie ,03/30/2020,"Comedy, Romance",English,Can't Hardly Wait ,1998
,7.0,,movie ,03/30/2020,"Comedy, Music",English,Cheech & Chong's Up in Smoke ,1978
,6.2,,movie ,03/30/2020,"Animation, Adventure, Fantasy",Hindi,Chhota Bheem and the Curse of Damyaan ,2012
,8.5,,movie ,03/30/2020,Comedy,English,Community,
,,Netflix Original,movie ,03/30/2020,Comedy,Swedish,David Batra: Elefanten i rummet ,2020
,6.2,,movie ,03/30/2020,"Action, Drama, Romance, Sci-Fi, Thriller",English,Deep Impact,1998
,6.5,,movie ,03/30/2020,"Comedy, Drama, Romance",Hindi,Dostana ,2008
,5.7,,movie ,03/30/2020,"Comedy, Drama",English,Drillbit Taylor,2008
,7.5,,movie ,03/30/2020,"Action, Drama",Hindi,Duniya ,1984
,5.5,,movie ,03/30/2020,"Action, Comedy, Crime, Thriller",Hindi,Duplicate ,1998
,,,movie ,03/30/2020,"Action, Crime, Drama, Musical, Romance",Hindi,Friendship (Dostana) ,1980
,4.7,,movie ,03/30/2020,Drama,English,God's Not Dead ,2014
,5.0,,movie ,03/30/2020,"Comedy, Drama, Romance",English,Gori Tere Pyaar Mein ,2013
,5.9,,movie ,03/30/2020,"Comedy, Romance",English,Guess Who ,2005
,6.4,,movie ,03/30/2020,"Action, Crime, Drama, Thriller",Hindi,Gumrah ,1993
,6.8,,movie ,03/30/2020,"Comedy, Romance",Hindi,Hasee Toh Phasee ,2014
,,Netflix Original,movie ,03/30/2020,Documentary,English,How to Fix a Drug Scandal ,
,6.0,,movie ,03/30/2020,"Comedy, Drama, Romance",Hindi,Humpty Sharma Ki Dulhania ,2014
,6.2,,movie ,03/30/2020,"Comedy, Romance",English,Just Friends ,2005
,4.6,,movie ,03/30/2020,"Adventure, Horror, Mystery, Sci-Fi, Thriller",Hindi,Kaal ,2005
,6.1,,movie ,03/30/2020,"Drama, Romance",Hindi,Kabhi Alvida Naa Kehna ,2006
,7.4,,movie ,03/30/2020,"Drama, Musical, Romance",Hindi,Kabhi Khushi Kabhie Gham ,2001
,8.0,,movie ,03/30/2020,"Comedy, Drama, Romance",Hindi,Kal Ho Naa Ho ,2003
,7.7,,movie ,03/30/2020,"Comedy, Drama, Romance",Hindi,Kapoor & Sons ,2016
,6.2,,movie ,03/30/2020,"Comedy, Horror, Sci-Fi",English,Killer Klowns from Outer Space ,1988
,8.0,,movie ,03/30/2020,Comedy,English,Kim's Convenience,
,7.7,,movie ,03/30/2020,"Comedy, Drama, Musical, Romance",Hindi,Kuch Kuch Hota Hai ,1998
,7.7,,movie ,03/30/2020,"Action, Comedy, Fantasy",Cantonese,Kung Fu Hustle ,2004
,7.6,,movie ,03/30/2020,"Action, Crime, Thriller",English,Lethal Weapon,1987
,7.2,,movie ,03/30/2020,"Action, Crime, Thriller",English,Lethal Weapon 2 ,1989
,6.7,,movie ,03/30/2020,"Action, Crime, Thriller",English,Lethal Weapon 3,1992
,6.6,,movie ,03/30/2020,"Action, Crime, Thriller",English,Lethal Weapon 4 ,1998
,7.7,,movie ,03/30/2020,"Biography, Drama, History, Romance",English,Malcolm X ,1992
,7.8,,movie ,03/30/2020,Comedy,English,Man Like Mobeen ,
,7.0,,movie ,03/30/2020,Animation,Hindi,Mighty Raju Rio Calling ,2014
,7.6,,movie ,03/30/2020,"Action, Crime, Mystery, Sci-Fi, Thriller",English,Minority Report ,2002
,7.4,,movie ,03/30/2020,"Biography, Crime, Drama",English,Molly's Game ,2017
,5.8,,movie ,03/30/2020,"Action, Adventure, Fantasy, Sci-Fi, Thriller",English,Mortal Kombat ,1995
,7.4,,movie ,03/30/2020,Drama,English,Mud,2012
,6.2,,movie ,03/30/2020,"Drama, Family",Hindi,Muqaddar ka Faisla ,1987
,7.4,Netflix Original,movie ,03/30/2020,Reality-TV,English,Nailed It! ,
,7.7,,movie ,03/30/2020,Documentary,English,Operation Odessa ,2018
,7.6,,movie ,03/30/2020,Comedy,English,Pokémon the Series: Sun & Moon,
,6.6,,movie ,03/30/2020,Drama,English,Promised Land,2012
,7.7,,movie ,03/30/2020,"Crime, Drama, Thriller",English,Road to Perdition ,2002
,8.5,,movie ,03/30/2020,"Animation, Action, Adventure, Drama, Fantasy",Japanese,Saint Seiya ,
,6.4,,movie ,03/30/2020,"Action, Mystery, Thriller",English,Salt,2010
,6.0,,movie ,03/30/2020,"Comedy, Drama, Musical",English,School Daze ,1988
,8.5,,movie ,03/30/2020,"Documentary, Biography, Sport",English,Senna,2010
,,,movie ,03/30/2020,Drama,Tamil,Sethum Aayiram Pon,2020
,3.6,,movie ,03/30/2020,"Comedy, Drama, Romance",Hindi,Shaandaar ,2015
,7.6,,movie ,03/30/2020,"Action, Adventure, Crime, Mystery, Thriller",English,Sherlock Holmes,2009
,4.5,,movie ,03/30/2020,Comedy,English,Soul Plane ,2004
,8.2,Netflix Original,movie ,03/30/2020,Documentary,English,Sunderland 'Til I Die ,
,6.6,,movie ,03/30/2020,"Drama, Romance",English,Sunrise in Heaven ,2019
,,,movie ,03/30/2020,Kids,English,Tad the Lost Explorer and the Secret of King Midas (English Version) ,2017
,8.3,,movie ,03/30/2020,"Crime, Drama",English,Taxi Driver ,1976
,5.5,,movie ,03/30/2020,"Action, Adventure, Sci-Fi, Thriller",English,The Core ,2003
,6.6,,movie ,03/30/2020,"Drama, Horror, Sci-Fi, Thriller",English,The Girl with All the Gifts ,2016
,7.7,,movie ,03/30/2020,Comedy,English,The Hangover ,2009
,,Netflix Original,movie ,03/30/2020,Comedy,English,The Iliza Shlesinger Sketch Show ,
,5.4,,movie ,03/30/2020,"Animation, Adventure, Comedy, Family, Fantasy, Horror",English,The Little Vampire ,2017
,8.7,,movie ,03/30/2020,"Action, Sci-Fi",English,The Matrix ,1999
,7.2,,movie ,03/30/2020,"Action, Sci-Fi",English,The Matrix Reloaded,2003
,6.8,,movie ,03/30/2020,"Action, Sci-Fi",English,The Matrix Revolutions,2003
,6.4,,movie ,03/30/2020,Comedy,English,The Money Pit ,1986
,8.0,,movie ,03/30/2020,"Drama, Romance",English,The Perks of Being a Wallflower ,2012
,5.9,,movie ,03/30/2020,"Comedy, Drama",English,The Players Club ,1998
,6.6,,movie ,03/30/2020,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,The Polar Express ,2004
,4.8,,movie ,03/30/2020,"Drama, Thriller",English,The Roommate ,2011
,6.5,,movie ,03/30/2020,"Biography, Drama, Music",English,The Runaways ,2010
,7.7,,movie ,03/30/2020,"Biography, Drama",English,The Social Network ,2010
,7.0,,movie ,03/30/2020,Comedy,English,The Windsors,
,5.7,,movie ,03/30/2020,"Crime, Drama, Thriller",Hindi,Ungli,2014
,7.4,Netflix Original,movie ,03/30/2020,"Drama, Romance",Chinese,Well-Intended Love (Boss Wants to Marry Me) ,
,5.5,,movie ,03/30/2020,"Drama, Fantasy, Horror, Thriller",English,Wildling ,2018
,,,movie ,03/30/2020,Kids,Sanskrit,A Truthful Mother (Punyakoti),2019
,9.0,,movie ,03/30/2020,Comedy,Hindi,Akbar Birbal ,
,7.1,,movie ,03/30/2020,Kids,Hindi,Bal Ganesh ,
,,,movie ,03/30/2020,Stand-up,English,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor ,2020
,7.2,,movie ,03/30/2020,"Biography, Family, Sport",English,Greater,2016
,7.2,,movie ,03/30/2020,Drama,English,Indian Horse,2017
,8.2,,movie ,03/30/2020,"Crime, Drama, Mystery",Hindi,Paharganj ,2019
,6.9,,movie ,03/30/2020,"Family, Musical",English,Pajanimals ,
,3.0,,movie ,03/30/2020,Thriller,English,Pretty Little Stalker ,2018
,5.7,,movie ,03/30/2020,"Animation, Comedy, Family",English,Sid the Science Kid ,
,8.0,,movie ,03/30/2020,"Animation, Family",English,Space Racers ,
,7.9,,movie ,03/30/2020,"Documentary, Biography, Family",English,Through My Father's Eyes,2017
,,,movie ,03/30/2020,Kids,English,Tree House Tales ,
,6.2,,movie ,03/23/2020,"Crime, Drama, Thriller",English,Killing Them Softly ,2012
,5.8,,movie ,03/23/2020,"Comedy, Crime",English,Screwed ,2000
,8.2,,movie ,03/23/2020,Romance,Tamil,Kannum Kannum Kollaiyadithaal ,2020
,2.8,,movie ,03/23/2020,Action,English,Rogue Warfare ,2019
,,Netflix Original,movie ,03/23/2020,"Action, Crime, Sci-Fi, Thriller",Korean,Rugal ,
,8.7,Netflix Original,movie ,03/23/2020,Reality-TV,English,Car Masters: Rust to Riches,
,,Netflix Original,movie ,03/23/2020,Animation,English,Dragons: Rescue Riders: Hunt for the Golden Dragon,2020
,8.2,,movie ,03/23/2020,"Action, Comedy, Crime, Fantasy, Mystery, Thriller",English,Happy!,
,,Netflix Original,movie ,03/23/2020,Comedy,English,Ladies Up,
,,Netflix Original,movie ,03/23/2020,Comedy,English,Maska,2020
,8.3,Netflix Original,movie ,03/23/2020,"Crime, Drama, Thriller",English,Ozark,
,,Netflix Original,movie ,03/23/2020,Thriller,French,The Decline (Jusqu'au déclin) ,2019
,,,movie ,03/23/2020,"Documentary, Sports",Spanish,The Least Expected Day: Inside the Movistar Team 2019 ,
,6.5,,movie ,03/23/2020,Documentary,English,There's Something in the Water ,2019
,8.6,,movie ,03/23/2020,Documentary,English,Trixie Mattel: Moving Parts,2019
,,Netflix Original,movie ,03/23/2020,Animation,English,True: Wuzzle Wegg Day,2020
,,Netflix Original,movie ,03/23/2020,Drama,English,Uncorked,2019
,,,movie ,03/23/2020,"Comedy, Reality, Food",Korean,Wassup Man GO! ,
,7.7,Netflix Original,movie ,03/23/2020,N/A,English,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure ,2018
,6.2,Netflix Original,movie ,03/23/2020,"Animation, Action, Adventure, Drama, Horror, Mystery, Romance, Sci-Fi",English,7SEEDS ,
,5.8,,movie ,03/23/2020,Western,English,Badland,2019
,6.4,,movie ,03/23/2020,"Action, Crime, Drama, Thriller",English,Blood Father,2016
,,,movie ,03/23/2020,"Romantic, International",Thai,Happy Old Year,2019
,,Netflix Original,movie ,03/23/2020,Documentary,English,Making Unorthodox,2020
,9.4,Netflix Original,movie ,03/23/2020,Drama,German,Unorthodox,
,6.9,,movie ,03/23/2020,"Documentary, Sport",English,Bethany Hamilton: Unstoppable,2018
,7.9,Netflix Original,movie ,03/23/2020,Documentary,English,Crip Camp: A Disability Revolution,2020
,6.5,Netflix Original,movie ,03/23/2020,"Biography, Drama, History",English,Curtiz ,2018
,8.3,Netflix Original,movie ,03/23/2020,Crime,Polish,The Mire ,
,,Netflix Original,movie ,03/23/2020,Drama,Spanish,The Occupant,2020
,,Netflix Original,movie ,03/23/2020,Comedy,English,Tom Segura: Ball Hog ,2020
,6.8,Netflix Original,movie ,03/23/2020,Family,English,YooHoo To The Rescue,
 foreign,6.9,Netflix Original,series,03/16/2020,Crime,German,Freud ,
 foreign,6.6,,series,03/16/2020,"Crime, Drama, Mystery",English,The Bygone ,2019
 foreign,,,series,03/16/2020,Kids,English,Barbie Dreamhouse Adventures: Go Team Roberts ,
 foreign,,Netflix Original,series,03/16/2020,Reality-TV,Mandarin,J-Style Trip ,
 foreign,,Netflix Original,series,03/16/2020,Documentary,Spanish,A Life of Speed: The Juan Manuel Fangio Story ,2018
 foreign,7.8,Netflix Original,series,03/16/2020,"Animation, Short, Adventure, Comedy",English,Archibald's Next Big Thing ,
 foreign,,Netflix Original,series,03/16/2020,Animation,English,Buddi,
 foreign,7.2,Netflix Original,series,03/16/2020,"Animation, Comedy",English,Dino Girl Gauko ,
 foreign,,,series,03/16/2020,Drama,Spanish,El silencio es bienvenido ,2017
 foreign,7.0,Netflix Original,series,03/16/2020,"Comedy, LGBT",English,Feel Good,
 foreign,7.1,Netflix Original,series,03/16/2020,Drama,English,Greenhouse Academy ,
 foreign,6.9,Netflix Original,series,03/16/2020,Drama,English,Self Made: Inspired by the Life of Madam C.J. Walker ,
 foreign,,Netflix Original,series,03/16/2020,"Crime, Drama",Hindi,She ,
 foreign,5.7,,series,03/16/2020,"Comedy, Romance",English,Some Kind of Beautiful,2014
 foreign,,Netflix Original,series,03/16/2020,Sport,English,The English Game ,
 foreign,,Netflix Original,series,03/16/2020,"Action, Adventure, Family, Fantasy",English,The Letter for the King ,
 foreign,7.2,,series,03/16/2020,"Horror, Sci-Fi, Thriller",Spanish,The Platform ,2019
 foreign,,Netflix Original,series,03/16/2020,Documentary,English,"Tiger King: Murder, Mayhem and Madness ",
 foreign,,Netflix Original,series,03/16/2020,Drama,Italian,Ultras,2020
 foreign,,Netflix Original,series,03/16/2020,"Drama, Fantasy, Horror",French,Vampires ,
 foreign,4.3,,series,03/16/2020,Sci-Fi,English,3022 ,2019
 foreign,7.0,Netflix Original,series,03/16/2020,"Animation, Sci-Fi",Japanese,Altered Carbon: Resleeved ,2020
 foreign,7.6,Netflix Original,series,03/16/2020,Animation,Arabic,Masameer - The Movie ,2020
 foreign,4.7,,series,03/16/2020,"Comedy, Drama",English,Summer Night,2019
 foreign,5.1,,series,03/16/2020,"Comedy, Drama, Romance",English,All I Wish ,2017
 foreign,7.9,Netflix Original,series,03/16/2020,Thriller,Swedish,Caliphate ,
 foreign,6.8,,series,03/16/2020,"Animation, Adventure, Comedy, Family, Fantasy, Music",Japanese,Lu Over the Wall ,2017
 foreign,7.5,,series,03/16/2020,Documentary,English,We Speak Dance,
 foreign,7.0,,series,03/16/2020,"Crime, Drama",Dutch,Women of the Night,
 foreign,6.5,,series,03/16/2020,"Documentary, Sport",English,XV: Beyond the Tryline ,2016
 foreign,7.6,,series,03/16/2020,"Drama, Sport",English,All American,
 foreign,,,series,03/16/2020,Comedy,English,Bert Kreischer: Hey Big Boy ,2020
 foreign,6.1,,series,03/16/2020,"Action, Drama, Sci-Fi",English,Black Lightning ,
 foreign,,Netflix Original,series,03/16/2020,"Kids, Animation",English,Shaun the Sheep: Adventures from Mossy Bottom,
,6.0,,movie ,03/09/2020,"Drama, Mystery, Thriller",English,Dream House,2011
,5.6,,movie ,03/09/2020,"Adventure, Comedy",English,Search Party,2014
,7.7,,movie ,03/09/2020,"Comedy, Drama, Romance",English,Silver Linings Playbook,2012
,6.3,Netflix Original,movie ,03/09/2020,"Animation, Short, Adventure, Comedy, Family, Fantasy",English,The Boss Baby: Back in Business ,
,7.1,,movie ,03/09/2020,"Drama, Mystery, Thriller",English,"Tinker, Tailor, Soldier, Spy",2011
,5.8,,movie ,03/09/2020,"Action, Adventure, Sci-Fi",English,2012 ,2009
,5.7,,movie ,03/09/2020,"Drama, Thriller",English,Aftermath ,2017
,7.4,,movie ,03/09/2020,"Animation, Adventure, Comedy, Family, Fantasy",English,Ben & Holly's Little Kingdom ,
,6.3,,movie ,03/09/2020,"Drama, Thriller",Hindi,Bypass Road ,2019
,6.2,,movie ,03/09/2020,"Comedy, Drama, Romance",English,Dean,2016
,,,movie ,03/09/2020,"Short, Action, Comedy",English,Digs & Discoveries: All Track's Lead to Rome ,2013
,,,movie ,03/09/2020,"Animation, Kids",English,Digs & Discoveries: Mines of Mystery ,2019
,,,movie ,03/09/2020,Documentary,English,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein ,
,,,movie ,03/09/2020,"Family, Animated",English,Steam Team to the Rescue,2019
,4.6,,movie ,03/09/2020,"Action, Crime, Thriller",English,The Assignment,2016
,5.6,,movie ,03/09/2020,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,Thomas and Friends ,
,,Netflix Original,movie ,03/09/2020,Reality-TV,English,100 Humans ,
,7.5,,movie ,03/09/2020,Comedy,English,Baby Mamas,2018
,8.4,Netflix Original,movie ,03/09/2020,"Animation, Drama, Fantasy, Mystery, Thriller",Japanese,BEASTARS,
,6.7,Netflix Original,movie ,03/09/2020,Horror,Norwegian,Bloodride,
,7.6,Netflix Original,movie ,03/09/2020,"Crime, Drama, Thriller",Spanish,Elite,
